"Date","Brazil_YoY","Canada_YoY","China_YoY","Euro Area_YoY","France_YoY","Germany_YoY","Italy_YoY","Japan_YoY","Spain_YoY","Sweden_YoY","United Kingdom_YoY","United States_YoY"
2022-10-07,6.92878192,6.25657212,2.43251925,9.41862997,5.74217094,9.66737386,8.68604392,3.06767426,8.69939091,10.3432481,9.83473807,7.27039922
2022-10-08,6.92878192,6.25657212,2.43251925,9.41862997,5.74217094,9.66737386,8.68604392,3.06767426,8.69939091,10.3432481,9.83473807,7.29550222
2022-10-09,6.94972512,6.25638899,2.43251925,9.40924795,5.74217094,9.66737386,8.68604392,3.06767426,8.69939091,10.3432481,9.84284307,7.29550222
2022-10-10,6.78494833,6.25638899,2.43251925,9.40313721,5.74217094,9.66737386,8.68604392,3.06767426,8.69939091,10.33420582,9.76871225,7.29550222
2022-10-11,6.45202052,7.18777863,2.43251925,9.48895442,5.74380216,9.70553455,8.76226175,3.10431772,8.83082432,10.45230849,9.70945434,7.82143732
2022-10-12,6.45202052,7.18777863,2.43251925,9.48895442,5.74380216,9.70553455,8.76226175,3.10431772,8.83082432,10.45230849,9.70945434,7.82143732
2022-10-13,6.45202052,7.09403194,2.43251925,9.7824086,5.79961913,9.91936294,8.78988406,3.40110346,8.8015257,11.15345174,8.91289165,8.46179817
2022-10-14,6.53346761,7.08316214,2.62761995,9.81466925,5.77523144,9.91444849,8.74732951,3.40110346,8.68034595,11.16924219,9.01021771,8.39030699
2022-10-15,6.53346761,7.08316214,2.62761995,9.81466925,5.77523144,9.91444849,8.74732951,3.40110346,8.68034595,11.16924219,9.01021771,8.39030699
2022-10-16,6.51256701,7.08055134,2.62761995,9.82958449,5.77523144,9.91444849,8.74732951,3.40110346,8.68034595,11.16924219,9.05115516,8.39030699
2022-10-17,6.72912867,6.60906656,2.61401352,9.841163,5.65518429,9.76642528,8.72224849,3.49640191,8.64335549,11.12026403,9.01453412,8.13298153
2022-10-18,6.72912867,7.29433389,2.61401352,9.88250993,5.65518429,9.76642528,8.72224849,3.49640191,8.64335549,11.12026403,8.86492153,8.1390865
2022-10-19,6.72912867,7.31466239,2.61401352,9.8851701,5.65518429,9.76642528,8.72224849,3.47659656,8.64335549,11.11725699,9.19405045,8.1390865
2022-10-20,6.72912867,7.466304,2.61401352,9.90413715,5.63697945,9.69072879,8.74198937,3.47659656,8.73678549,11.09041757,9.19405045,8.07492341
2022-10-21,6.58126626,7.4382938,2.59950347,9.87358644,5.63697945,9.69107355,8.74198937,3.28062519,8.73678549,11.09041757,9.88601135,8.01428829
2022-10-22,6.58126626,7.4382938,2.59950347,9.87358644,5.63697945,9.69107355,8.74198937,3.28062519,8.73678549,11.09041757,9.88601135,8.01428829
2022-10-23,6.48397887,7.42553617,2.59950347,9.86827873,5.63697945,9.69107355,8.74198937,3.28062519,8.73678549,11.09041757,9.81815413,8.01428829
2022-10-24,6.53998592,6.95716883,2.66589191,9.87280859,5.50699412,9.51401199,8.70700399,3.31567497,8.67607642,11.03009289,9.72334566,7.85588942
2022-10-25,6.53998592,6.89724678,2.66589191,10.12750952,5.50699412,9.51401199,8.70700399,3.31567497,8.69124552,11.02237379,9.75398771,7.86837283
2022-10-26,6.55537695,6.89724678,2.66589191,10.12750952,5.50699412,9.51401199,8.70700399,3.30094547,8.69124552,11.02237379,9.75398771,7.86837283
2022-10-27,6.53204423,6.9007659,2.66589191,9.67657127,5.44154369,9.37841219,8.63241049,3.30094547,8.62159267,10.93506429,9.75398771,7.86539191
2022-10-28,6.35358831,6.88804901,2.70581503,10.70750321,5.44154369,9.37841219,8.63241049,3.30094547,8.62159267,11.31927303,10.24130647,7.81327392
2022-10-29,6.35358831,6.88804901,2.70581503,10.70750321,5.44154369,9.37841219,8.63241049,3.30094547,8.62159267,11.31927303,10.24130647,7.81327392
2022-10-30,6.35358831,6.88732452,2.70581503,10.70750321,5.44154369,9.37841219,8.63241049,3.30020114,8.62159267,11.31927303,10.24236756,7.81327392
2022-10-31,6.16698867,6.84690603,2.70581503,10.70750321,5.44154369,9.37841219,8.63241049,3.29528597,8.62159267,11.46286463,10.21923687,7.79786542
2022-11-01,5.33835955,7.2794925,2.69606723,10.88663123,6.16455659,10.39674974,12.1997259,3.3948226,7.9081417,11.68199368,10.29195942,7.57064087
2022-11-02,5.33835955,7.280264,2.59168587,10.88663123,6.16455659,10.39674974,12.1997259,3.37954975,7.9081417,11.68199368,10.29195942,7.57064087
2022-11-03,5.33835955,7.19029226,2.59168587,10.6163385,6.15603965,10.2281052,12.0584108,3.37954975,7.70714575,11.65479127,10.29195942,7.60194801
2022-11-04,5.20649862,7.15890051,2.59351126,10.63207055,6.15603965,10.23030168,12.0584108,3.37954975,7.70714575,11.65479127,10.36093712,7.64146422
2022-11-05,5.20649862,7.15890051,2.59351126,10.63207055,6.15603965,10.23030168,12.0584108,3.37954975,7.70714575,11.65479127,10.36093712,7.64146422
2022-11-06,5.27768362,7.13871887,2.59351126,10.63718122,6.15603965,10.23030168,12.0584108,3.37954975,7.70714575,11.65479127,10.3598763,7.64146422
2022-11-07,5.39400916,6.90328241,2.59351126,10.63751767,6.11421181,10.15742519,12.03516124,3.44537103,7.67059514,11.62079842,10.35052202,7.75903498
2022-11-08,5.39400916,7.04922787,2.59351126,10.63999843,6.11421181,10.15742519,12.03516124,3.3534123,7.67059514,11.62079842,10.28045315,7.76016679
2022-11-09,5.39400916,7.04922787,1.95504823,10.63999843,6.11421181,10.15742519,12.03516124,3.34036784,7.67059514,11.62079842,10.28045315,7.76016679
2022-11-10,5.79417544,7.02730204,1.95504823,10.38979288,6.01625662,10.01828917,11.85012316,2.90835602,7.43928737,11.37310041,10.13916983,7.72482683
2022-11-11,5.95616551,7.02645424,1.97987064,10.40908172,6.01625662,10.0153365,11.84723069,2.90835602,7.43928737,11.37310041,10.13364251,7.69283335
2022-11-12,5.95616551,7.02645424,1.97987064,10.40908172,6.01625662,10.0153365,11.84723069,2.90835602,7.43928737,11.37310041,10.13364251,7.69283335
2022-11-13,5.95616551,7.021726,1.97987064,10.40908172,6.01625662,10.0153365,11.84723069,2.90835602,7.43928737,11.37310041,10.14431377,7.69283335
2022-11-14,6.02048126,6.84087595,1.93209959,10.41665156,6.00072833,9.99606269,11.82897948,2.9358574,7.41306995,11.32027385,10.15425672,7.63572729
2022-11-15,6.10563587,6.78095068,1.93209959,10.3816802,6.00557038,9.99767039,11.83266538,2.9358574,7.34993235,10.90307347,10.17040178,7.63202712
2022-11-16,6.10563587,6.81053201,1.81086325,10.3816802,6.00557038,9.99767039,11.83266538,2.93737238,7.34993235,10.9330345,11.04617621,7.63253818
2022-11-17,6.10563587,6.80362784,1.81086325,10.00969108,5.9550755,9.66235774,11.7825478,3.6696876,7.2407818,10.81595563,11.11406501,7.61062669
2022-11-18,6.26697514,6.7972433,1.82382113,9.97349404,5.9550755,9.65873875,11.7825478,3.6696876,7.2407818,10.81595563,11.06037542,7.61828047
2022-11-19,6.26697514,6.7972433,1.82382113,9.97349404,5.9550755,9.65873875,11.7825478,3.6696876,7.2407818,10.81595563,11.06037542,7.61828047
2022-11-20,6.28256352,6.79225419,1.82382113,9.96575125,5.9550755,9.65873875,11.7825478,3.6696876,7.2407818,10.81595563,11.06265331,7.61828047
2022-11-21,6.32693356,6.72440499,1.82382113,9.96257786,5.89211955,9.57636459,11.76374917,3.68578808,7.23355415,10.80735956,11.06236183,7.47682395
2022-11-22,6.32693356,6.43797468,1.82382113,9.94583734,5.89211955,9.57636459,11.76374917,3.68578808,7.23355415,10.80735956,11.0052616,7.46994268
2022-11-23,6.32693356,6.43797468,1.84600404,9.94583734,5.89211955,9.57636459,11.76374917,3.68578808,7.23355415,10.80735956,11.0052616,7.46973109
2022-11-24,6.32693356,6.44681264,1.84600404,9.77593745,6.01154845,9.4505724,11.70033003,3.68578808,7.04298096,10.74014941,10.99423858,7.44838634
2022-11-25,6.39103415,6.47225804,1.84405659,9.76901602,6.01154845,9.45367327,11.70033003,3.68578808,7.05481107,10.71661503,10.97301053,7.36904711
2022-11-26,6.39103415,6.47225804,1.84405659,9.76901602,6.01154845,9.45367327,11.70033003,3.68578808,7.05481107,10.71661503,10.97301053,7.36904711
2022-11-27,6.42427548,6.47301936,1.84405659,9.77338278,6.01154845,9.45367327,11.70033003,3.68578808,7.05481107,10.6823429,10.97202161,7.36904711
2022-11-28,6.35066464,6.5666842,1.84405659,9.77683881,5.94030179,9.36865397,11.68394965,3.69971054,7.03161339,10.66156991,10.97849676,7.36337232
2022-11-29,6.35810725,6.50542403,1.725304,9.82931255,5.8065363,9.36865397,11.47039449,3.6983003,7.03161339,10.3926994,10.91418669,7.36974922
2022-11-30,6.34025998,6.50542403,1.71247492,9.82931255,5.8065363,9.36865397,11.47039449,3.70481096,7.03161339,10.36056908,10.87865849,7.36974922
2022-12-01,6.4177032,5.61159653,1.48022062,9.73693434,5.94711306,9.6555967,11.37513275,3.55365196,6.44965461,10.03991906,10.6658471,7.15985059
2022-12-02,6.42468963,5.67264786,1.51389565,9.74751625,5.94711306,9.65591753,11.37513275,3.55365196,6.44965461,10.03991906,10.67771511,7.13647645
2022-12-03,6.42468963,5.7758985,1.51389565,9.74751625,5.94711306,9.65591753,11.37513275,3.55365196,6.44965461,10.03991906,10.67771511,7.13647645
2022-12-04,6.42468963,5.78163856,1.51389565,9.74751625,5.94711306,9.65591753,11.37513275,3.55365196,6.44965461,10.03991906,10.67771511,7.13647645
2022-12-05,6.39158817,5.89634638,1.51389565,9.74832453,5.87809863,9.55358645,11.36055212,3.57369906,6.42807255,10.01420273,10.68956037,6.95557195
2022-12-06,6.39158817,6.36948438,1.51389565,9.67345295,5.87809863,9.55358645,11.36055212,3.57369906,6.42807255,10.01420273,10.65448913,6.95086512
2022-12-07,6.39158817,6.36948438,1.53896224,9.67345295,5.87809863,9.55358645,11.36055212,3.59167157,6.42807255,10.01420273,10.67786169,6.95086512
2022-12-08,6.39158817,6.33634288,1.53896224,9.81985514,5.9000686,9.80765692,11.45998108,3.65962506,6.40555512,10.02047308,10.67786169,7.03877098
2022-12-09,5.96964699,6.32371926,1.3451629,9.82788424,5.9000686,9.80522773,11.45998108,3.65962506,6.40555512,10.02047308,10.73810007,6.93895224
2022-12-10,5.96964699,6.32371926,1.3451629,9.82788424,5.9000686,9.80522773,11.45998108,3.65962506,6.40555512,10.02047308,10.73810007,6.93895224
2022-12-11,5.97395792,6.29080302,1.3451629,9.82659372,5.9000686,9.80522773,11.45998108,4.01210273,6.40555512,10.02047308,10.76310011,6.93895224
2022-12-12,5.8849183,5.94913333,1.33801396,9.82312719,5.77279854,9.60413846,11.42586007,4.01890372,6.35699561,9.95642153,10.75866464,6.67170898
2022-12-13,5.8849183,5.94913333,1.33801396,9.62039025,5.77279854,9.60450183,11.41892029,4.01890372,6.35699561,9.95642153,10.67427575,6.67412315
2022-12-14,5.8849183,5.94913333,1.33801396,9.62039025,5.77279854,9.60450183,11.41892029,4.01890372,6.35699561,9.95642153,10.67427575,6.67412315
2022-12-15,5.8849183,5.90017823,1.3523123,9.14075235,5.54553285,9.06370439,11.34407455,4.02521193,6.139029,9.85731922,10.67427575,6.2644792
2022-12-16,5.93161961,5.92386508,1.34633439,9.16744572,5.5545504,9.06526474,11.34636888,4.02521193,6.13532611,10.98707719,10.38340107,6.30878988
2022-12-17,5.93161961,5.92386508,1.34633439,9.16744572,5.5545504,9.06526474,11.34636888,4.02521193,6.13532611,11.04061095,10.38340107,6.30878988
2022-12-18,5.90531588,5.94821129,1.34633439,9.19663365,5.5545504,9.06526474,11.34636888,4.02521193,6.13532611,11.04061095,10.36560906,6.30878988
2022-12-19,5.71943041,5.83826095,1.34633439,9.21720478,5.48364454,8.97475806,11.3240811,4.03333031,6.10700743,11.03211654,10.36899937,6.19731488
2022-12-20,5.71943041,6.32407574,1.34633439,9.14936801,5.48364454,8.97614893,11.31574896,4.03333031,6.10700743,11.03211654,10.34953121,6.20291565
2022-12-21,5.71943041,6.32407574,1.34633439,9.14936801,5.48364454,8.97614893,11.31574896,4.03333031,6.10700743,11.03211654,10.34953121,6.20291565
2022-12-22,5.71943041,6.51105334,1.36368929,9.32195642,5.55177548,9.28139594,11.28953574,3.94098644,6.03454764,11.07666848,10.34953121,6.25296991
2022-12-23,5.68069607,6.49354311,1.30599166,9.45076988,5.65016364,9.40551966,11.28183463,3.94098644,6.10621125,11.08273701,10.31405407,6.20373855
2022-12-24,5.68069607,6.49354311,1.30599166,9.45076988,5.65016364,9.40551966,11.28183463,3.94098644,6.10621125,11.08273701,10.31405407,6.20373855
2022-12-25,5.68069607,6.49354311,1.30599166,9.45076988,5.65016364,9.40551966,11.28183463,3.94098644,6.10621125,11.08273701,10.30585824,6.20373855
2022-12-26,5.67815124,6.49354311,1.30599166,9.46980418,5.65016364,9.40551966,11.28183463,3.93665312,6.10621125,11.09614056,10.29781159,6.20039297
2022-12-27,5.6631553,6.28370487,1.30599166,9.40913237,5.62846227,9.36449861,11.28183463,3.93462672,6.09878343,11.08318779,10.29781159,6.30409218
2022-12-28,5.6631553,6.28370487,1.30599166,9.40913237,5.62846227,9.36449861,11.28183463,3.93500821,6.09878343,11.08318779,10.29781159,6.30929741
2022-12-29,5.6631553,6.35635883,1.27604738,9.34671146,5.62555977,9.30350761,11.26134802,3.93851221,6.05018802,11.03571264,10.29781159,6.32104023
2022-12-30,5.6631553,6.35758398,1.26340603,9.36603456,5.60971945,9.27648075,11.19544671,3.93851221,6.05018802,11.03571264,10.31157734,6.3210813
2022-12-31,5.6631553,6.35758398,1.26340603,9.36603456,5.60971945,9.27648075,11.19544671,3.93851221,6.05018802,11.03571264,10.31157734,6.33417625
2023-01-01,5.5341537,6.22722469,1.16592361,9.25116057,5.45982625,9.091622,10.94880148,3.97100398,5.66807272,10.87052739,10.20437125,6.24348832
2023-01-02,5.34414869,6.26824495,1.16592361,9.26159829,5.45982625,9.091622,10.94880148,3.97100398,5.66807272,10.87998697,10.16201961,6.56976078
2023-01-03,5.39992909,6.44313839,1.16592361,9.12679553,5.49067951,8.37544331,10.91792818,3.97100398,5.68016956,10.90340205,10.01174279,6.62978247
2023-01-04,5.36322954,6.44313839,1.04447063,9.18615788,5.7177666,8.38996244,10.94070384,4.08279378,5.70097431,10.87276288,10.00785845,6.63173305
2023-01-05,5.36322954,6.44313839,1.04447063,9.47700492,5.72836485,8.48510066,11.53110361,4.08279378,5.76106126,10.85862706,10.00302997,6.61104186
2023-01-06,5.34409351,6.427854,1.05616814,9.17473686,5.71381347,8.47832633,11.48509105,4.0119433,5.71791727,10.55492436,9.99101254,6.62170405
2023-01-07,5.34409351,6.427854,1.05616814,9.17473686,5.71381347,8.47832633,11.48509105,4.0119433,5.71791727,10.55492436,9.99101254,6.62170405
2023-01-08,5.34409351,6.42630041,1.05616814,9.17473686,5.71381347,8.47832633,11.48509105,4.0119433,5.71791727,10.55492436,9.98878737,6.62170405
2023-01-09,5.55586801,6.19649761,1.05616814,9.15727426,5.70092796,8.44135759,11.47569393,4.0119433,5.70611506,10.54053801,9.96722278,6.37172156
2023-01-10,5.74181229,5.77444249,1.05616814,9.10404587,5.70092796,8.44135759,11.47569393,4.0119433,5.70611506,10.54053801,9.95403508,6.35506638
2023-01-11,5.74181229,5.77444249,1.01076536,9.10404587,5.70092796,8.44135759,11.47569393,4.0119433,5.70611506,10.54053801,9.96701667,6.35506638
2023-01-12,5.75667687,5.70112489,1.65907304,8.8484967,5.74025522,8.11640035,11.41330434,4.0119433,5.51762099,10.39758614,9.91782975,6.19494975
2023-01-13,5.6385329,5.7148354,1.67660077,8.77076875,5.73060102,8.10822895,11.37979862,4.0119433,5.44557127,12.01289725,9.74105348,6.2450283
2023-01-14,5.6385329,5.7148354,1.67660077,8.77076875,5.73060102,8.10822895,11.37979862,4.0119433,5.44557127,12.01289725,9.74105348,6.2450283
2023-01-15,5.63930904,5.71376611,1.67660077,8.75947045,5.73060102,8.10822895,11.37979862,4.28142158,5.44557127,12.01289725,9.7408966,6.2450283
2023-01-16,5.61538925,5.7272847,1.68616454,8.75250369,5.73060102,8.10822895,11.37979862,4.26236473,5.44557127,12.00025192,9.76371606,6.2450283
2023-01-17,5.61538925,5.6514319,1.68616454,8.70425939,5.73060102,8.10017511,11.3359488,4.26236473,5.44557127,11.9936648,9.73075866,6.22863073
2023-01-18,5.61538925,5.65220445,1.70586701,8.69646548,5.73060102,8.10017511,11.3359488,4.25551911,5.44557127,12.00785262,10.14054163,6.22863073
2023-01-19,5.61762037,5.76901335,1.70586701,8.6198274,5.66005174,8.03799932,11.28226663,4.14668278,5.33962585,12.00072427,10.14054163,6.15415667
2023-01-20,5.62061204,5.75367199,1.64942433,8.59814136,5.66005174,8.03843009,11.29724131,4.14668278,5.33962585,12.00072427,10.17004433,6.15415667
2023-01-21,5.62061204,5.75367199,1.64942433,8.59814136,5.66005174,8.03843009,11.29724131,4.14668278,5.33962585,12.00072427,10.17004433,6.15415667
2023-01-22,5.62417102,5.74745795,1.64942433,8.5877056,5.66005174,8.03843009,11.29724131,4.14668278,5.33962585,12.00072427,10.16888853,6.14314204
2023-01-23,5.51423841,5.93598751,1.64942433,8.58248632,5.68712454,8.0881998,11.3008083,4.14902246,5.34804693,12.00452456,10.19194838,6.31922628
2023-01-24,5.51423841,5.97218155,1.64942433,8.58248632,5.68712454,8.0881998,11.3008083,4.14902246,5.34804693,12.00452456,10.19194838,6.31693297
2023-01-25,5.51423841,5.97218155,1.64942433,8.58248632,5.68712454,8.0881998,11.3008083,4.14902246,5.34804693,12.00452456,10.19194838,6.31693297
2023-01-26,5.51423841,5.95490638,1.67012059,8.46081561,5.67978517,7.93858941,11.28039801,4.14902246,5.28049263,12.01090741,10.16903883,6.31145926
2023-01-27,5.56354913,5.96115519,1.654378,8.50606264,5.67978517,7.93958208,11.28039801,4.14902246,5.28049263,12.01090741,10.17474406,6.31387683
2023-01-28,5.56354913,5.96115519,1.654378,8.50606264,5.67978517,7.93958208,11.28039801,4.14902246,5.28049263,12.01090741,10.17474406,6.31387683
2023-01-29,5.56174092,5.9582314,1.654378,8.52445207,5.67978517,7.93958208,11.28039801,4.14902246,5.28049263,12.01090741,10.16835401,6.31387683
2023-01-30,5.59909343,5.93782215,1.53719876,8.54633748,5.50791675,7.85800864,11.08545335,4.12814067,5.28049263,11.62994358,10.14917442,6.2648989
2023-01-31,5.59929527,5.88067425,1.53719876,8.72407308,5.50791675,7.97630307,11.18072845,4.12814067,5.28049263,11.75797441,10.16456614,6.1750241
2023-02-01,5.50771876,5.41291382,1.35517982,8.27651092,5.76124273,7.61184685,10.76650318,4.18410097,5.59891317,11.22349875,9.974895,6.06707909
2023-02-02,5.50771876,5.41291382,1.35517982,8.21756895,5.74852622,7.60645656,9.67051175,4.19039782,5.4963571,11.21794092,9.94770928,6.01442725
2023-02-03,5.50771876,5.40144249,1.31509619,8.21726111,5.74852622,7.60645656,9.67051175,4.19039782,5.4963571,11.21794092,9.95928999,6.01668652
2023-02-04,5.50771876,5.40144249,1.31509619,8.21726111,5.74852622,7.60645656,9.67051175,4.19039782,5.4963571,11.21794092,9.95928999,6.01668652
2023-02-05,5.50771876,5.40144249,1.31509619,8.21726111,5.74852622,7.60645656,9.67051175,4.19039782,5.4963571,11.21794092,9.95928999,6.01668652
2023-02-06,5.75997208,5.45678722,1.31509619,8.21136335,5.74852622,7.60528386,9.67051175,4.21157789,5.4963571,11.18046958,9.89439318,6.09340051
2023-02-07,5.84900579,5.30553917,1.31509619,8.226732,5.74710697,7.59753517,9.65963641,4.21157466,5.47833899,11.15644866,9.90502931,5.61555089
2023-02-08,5.84900579,4.71330077,1.22431257,8.226732,5.74710697,7.59753517,9.65963641,4.15573762,5.47833899,11.15644866,9.90502931,5.61555089
2023-02-09,5.87203133,4.71330077,1.22431257,7.74967675,5.65937039,8.57471416,9.58750449,4.15573762,5.32007204,11.0708659,10.0031825,5.5500089
2023-02-10,5.87203133,4.73075254,1.9921209,7.80301162,5.65937039,8.57827536,9.58750449,3.81750395,5.32007204,11.0708659,10.03802984,5.5500089
2023-02-11,5.87203133,4.73075254,1.9921209,7.80301162,5.65937039,8.57827536,9.58750449,3.81750395,5.32007204,11.0708659,10.03802984,5.5500089
2023-02-12,5.87203133,4.73075254,1.9921209,7.80301162,5.65937039,8.57827536,9.58750449,3.81750395,5.32007204,11.0708659,10.03802984,5.5500089
2023-02-13,5.74874928,4.82530433,2.02425367,7.76457715,5.65937039,8.57827536,9.58750449,3.81579338,5.32007204,11.1371264,9.91746979,5.53985791
2023-02-14,5.71640428,5.03952442,2.02425367,7.7942467,5.66939619,8.61165057,9.5802144,3.81579338,5.30976425,11.15997502,9.91553519,5.72042031
2023-02-15,5.71640428,5.03755737,1.96901957,7.80054045,5.66939619,8.61165057,9.5802144,3.81675882,5.45863001,11.15340055,9.78746451,5.72042031
2023-02-16,5.71640428,5.03755737,1.96901957,7.56087458,5.62237516,8.43395089,9.54363617,3.81675882,5.37094315,11.1332138,9.78746451,5.77039074
2023-02-17,5.71737925,5.04921383,1.9695678,7.61703383,5.6582114,8.44677953,9.57804307,3.81675882,5.40136528,11.1332138,9.80940356,5.77192746
2023-02-18,5.71737925,5.04921383,1.9695678,7.61703383,5.6582114,8.44677953,9.57804307,3.81675882,5.40136528,11.1332138,9.80940356,5.77192746
2023-02-19,5.71737925,5.04921383,1.9695678,7.61703383,5.6582114,8.44677953,9.57804307,3.81675882,5.40136528,11.1332138,9.80940356,5.77192746
2023-02-20,5.55093624,5.09470219,1.96678583,7.69756941,5.6582114,8.44677953,9.57804307,3.8302794,5.40136528,11.15997471,9.79619568,5.75923781
2023-02-21,5.55093624,5.13501097,1.96678583,7.72227848,5.6582114,8.44677953,9.57804307,3.8302794,5.40136528,11.16281856,9.77430952,5.75923781
2023-02-22,5.55892694,5.06178889,1.95802249,7.71378761,5.66967509,7.78213606,9.48665315,3.8307491,5.38397799,11.1490984,9.77430952,5.7075877
2023-02-23,5.58590845,5.06128536,1.95802249,7.83659218,5.66956453,7.8767306,9.49628687,3.8307491,5.3387045,11.15691521,9.6908801,5.70763009
2023-02-24,5.56802406,5.06156286,1.95865589,7.87351228,5.66186196,7.87426418,9.49628687,4.25632441,5.31631763,11.15691521,9.70267114,5.70272443
2023-02-25,5.56802406,5.06156286,1.95865589,7.87351228,5.66186196,7.87426418,9.49628687,4.25632441,5.31631763,11.15691521,9.70267114,5.70272443
2023-02-26,5.56802406,5.06156286,1.95865589,7.87351228,5.66186196,7.87426418,9.49628687,4.25632441,5.31631763,11.15691521,9.70267114,5.70272443
2023-02-27,5.62824913,5.08961451,1.88510083,7.83695824,5.53223612,7.88641924,9.37313238,4.2772521,5.17637412,10.96379119,9.70267114,5.6481427
2023-02-28,5.62773174,5.09476398,1.88510083,8.23967236,5.53223612,8.10590899,9.50017613,4.27714052,5.17637412,11.10303845,9.76942649,5.68353862
2023-03-01,5.50448463,4.73930945,1.7768748,8.28210865,6.00564848,8.53763098,9.22400348,4.16707675,5.8968164,10.69322744,9.65084682,5.3762605
2023-03-02,5.50448463,4.73930945,1.7768748,8.23400434,5.97079368,8.40357433,8.96046427,4.16707675,5.85919209,10.75685378,9.52187623,5.37998389
2023-03-03,5.51327667,4.69245736,1.77755225,8.26788185,5.97079368,8.40242819,8.96046427,4.16707675,5.85919209,10.75685378,9.57913844,5.42285361
2023-03-04,5.51327667,4.69245736,1.77755225,8.26788185,5.97079368,8.40242819,8.96046427,4.16707675,5.85919209,10.75685378,9.57913844,5.42285361
2023-03-05,5.51327667,4.69245736,1.77755225,8.26788185,5.97079368,8.40242819,8.96046427,4.16707675,5.85919209,10.75685378,9.57913844,5.42285361
2023-03-06,5.42550322,4.74735347,1.7703557,8.34113096,5.97079368,8.40242819,8.96046427,4.19249326,5.85919209,10.77628584,9.64142957,5.24352118
2023-03-07,5.39540977,3.85936996,1.7703557,8.29531056,5.83099294,8.17819346,8.89000617,4.19249326,5.75588483,10.6384012,9.51147914,3.99646772
2023-03-08,5.48300523,3.01853077,1.7715447,8.29531056,5.83099294,8.17819346,8.89000617,4.13916718,5.75588483,10.6384012,9.51147914,3.99646772
2023-03-09,5.48300523,3.01853077,0.97234781,7.34105827,5.58964893,7.49315201,8.73579887,4.13916718,5.47795566,10.46691438,9.51147914,3.9153348
2023-03-10,5.46232175,3.08497724,0.97287813,7.36563491,5.58964893,7.49274758,8.72966522,4.03650281,5.48328439,10.46691438,9.49416064,3.91559577
2023-03-11,5.46232175,3.08497724,0.97287813,7.36563491,5.58964893,7.49274758,8.72966522,4.03650281,5.48328439,10.46691438,9.49416064,3.91559577
2023-03-12,5.46232175,3.08497724,0.97287813,7.36563491,5.58964893,7.49274758,8.72966522,4.03650281,5.48328439,10.46691438,9.49416064,3.91559577
2023-03-13,5.16872606,3.16619083,0.94701438,7.37822078,5.58964893,7.49274758,8.72966522,4.03781438,5.48328439,10.4419836,9.38605842,4.03143623
2023-03-14,5.10189723,3.56124572,0.94701438,7.46838715,5.4637897,7.33506424,8.68750186,4.03781438,5.33888539,10.51739419,9.17504024,4.50952732
2023-03-15,5.10189723,3.78538977,0.93457345,7.4794392,5.66254709,7.34567038,8.74221976,4.03840435,5.41566693,11.43025553,9.28659417,4.50952732
2023-03-16,5.10189723,3.82553959,0.93457345,6.20453204,5.44484608,6.30792909,8.43052054,4.03840435,5.03708625,11.37933997,9.28659417,4.55502849
2023-03-17,5.10252061,3.8393943,0.91670846,6.2366324,5.44484608,6.31298539,8.43052054,4.03840435,5.03708625,11.37933997,9.12832789,4.55405645
2023-03-18,5.10252061,3.8393943,0.91670846,6.2366324,5.44484608,6.31298539,8.43052054,4.03840435,5.03708625,11.37933997,9.12832789,4.55405645
2023-03-19,5.10252061,3.8393943,0.91670846,6.2366324,5.44484608,6.31298539,8.43052054,4.03840435,5.03708625,11.37933997,9.12832789,4.55405645
2023-03-20,5.01598307,3.61611282,0.91670846,6.1256957,5.44484608,6.31733855,8.47921237,4.05909772,5.03708625,11.36616891,8.98464567,4.63633778
2023-03-21,4.52639499,4.10230188,0.91670846,6.27385929,5.45485156,6.38366255,8.48664477,4.05909772,5.05528964,11.36495356,8.87085924,4.85229433
2023-03-22,4.52639499,4.0711385,0.85781413,6.27385929,5.45485156,6.38366255,8.48664477,4.05909772,5.05528964,11.41637396,9.7535076,4.85229433
2023-03-23,4.52639499,4.06305962,0.85781413,6.74512387,5.57475207,6.80434238,8.48664477,4.0626589,5.07313987,11.39492504,9.7535076,4.80883531
2023-03-24,4.52639499,4.06305962,0.85815016,6.72367883,5.57475207,6.80133925,8.48664477,3.33780589,5.10540865,11.37955123,9.78604745,4.80883531
2023-03-25,4.52639499,4.06305962,0.85815016,6.72367883,5.57475207,6.80133925,8.48664477,3.33780589,5.10540865,11.37955123,9.78604745,4.80883531
2023-03-26,4.52639499,4.06305962,0.85815016,6.72367883,5.57475207,6.80133925,8.48664477,3.33780589,5.10540865,11.37955123,9.78604745,4.80883531
2023-03-27,4.77358646,4.02674918,0.8012663,6.67110673,5.57475207,6.80133925,8.48664477,3.35826132,5.10540865,11.32796318,9.82447787,4.7638171
2023-03-28,4.79904779,4.06226552,0.8012663,6.66730803,5.58129444,6.80718304,8.49575153,3.35826132,5.09777321,11.31552137,9.83988003,4.72702696
2023-03-29,4.819476,4.03842362,0.78462241,6.66730803,5.58129444,6.80746334,8.49575153,3.36406381,5.09777321,11.31552137,9.83988003,4.72702696
2023-03-30,4.819476,4.03842362,0.79463033,6.78179448,5.49634071,6.80746334,8.50059564,3.36406381,5.09777321,11.37990722,9.78176775,4.69765741
2023-03-31,4.82199958,4.04123226,0.79358202,6.78179448,5.49634071,6.80746334,8.50059564,3.36363734,5.09777321,10.88234929,9.5206755,4.6971461
